Customer_ID,Full_Name,Gender,Age,State,Customer_Since,Marital_Status,Employment_Status,Monthly_Income,Plan_Type,Internet_Type,Monthly_Data_Usage_GB,Monthly_Call_Minutes,SMS_Usage,Streaming_Hours,Roaming_Usage,Add_On_Subscription,Monthly_Bill,Outstanding_Balance,Payment_Method,Payment_Status,Late_Payment_Count,Discount_Applied,Support_Tickets,Average_Resolution_Time,Complaint_Category,Customer_Satisfaction,NPS_Score,Mobile_App_Login_Last30Days,Website_Visits,Referral_Count,Promotion_Clicked,Email_Open_Rate,Contract_Type,Tenure_Months,Estimated_CLV,Risk_Score,Customer_Segment,Churn
CUST-106432,Safiya Adewale,Female,48,Kaduna,2021-12-13,Single,Retired,108817.0,Enterprise,Satellite,122.4,10,212,132.5,No,Cloud,23660.0,3757.0,Cash,Partial,11,Yes,12,35.0,Customer Service,4.5,42,3,6,0,Yes,0.43,Annual,42.0,442313.0,17,Premium,Yes
CUST-105118,Nkechi Ibrahim,Male,68,Benue,2015-03-29,Divorced,Contract,167987.0,Basic,4G,23.9,1145,349,17.6,No,"Gaming, Music, Sports",2412.0,3029.0,Bank Transfer,Late,8,No,12,27.0,Network,8.7,54,22,6,1,No,0.605,Annual,122.0,27461.0,19,At Risk,No
CUST-101496,D. Nwobi,Female,26,Lagos,2016-02-03,Divorced,Student,23091.0,Standard,Fiber,96.6,1449,20,12.8,No,Music,5597.0,2423.0,Mobile Money,Overdue,11,No,16,49.0,Coverage,10.0,-21,20,16,0,Yes,0.335,Annual,112.0,82278.0,29,At Risk,Yes
CUST-100745,Chukwuemeka Onwudiwe,Female,44,Imo,2021-04-14,Single,Student,66372.0,Premium,4G,96.6,244,87,121.7,Yes,None,9920.0,734.0,Cash,Paid,2,Yes,4,41.9,Coverage,10.0,20,29,13,2,Yes,0.305,Monthly,50.0,102283.0,19,Premium,No
CUST-101350,Kunle Onyeka,Unknown,63,Taraba,2017-02-08,Divorced,Employed,157304.0,Premium,Satellite,86.7,1634,191,113.2,Yes,Yes,9488.0,2616.0,Mobile Money,Partial,14,Yes,3,6.9,Slow Internet,7.0,-7,12,26,0,No,0.498,Annual,100.0,192205.0,0,Loyal,No
CUST-101762,Flake Echefu,Male,52,Yobe,2022-09-24,Divorced,Intern,64928.0,Business,Dsl,193.2,569,176,97.3,Yes,"Cloud, Gaming, Sports",15528.0,1413.0,Mobile Money,Failed,3,Yes,2,32.0,Device,4.5,-87,20,20,0,No,0.19,Two-Year,32.0,123363.0,2,Sme,No
CUST-100520,Ife Ozoemena,Male,52,Lagos,2016-06-08,Single,Student,119347.5,Standard,5G,103.1,1366,153,36.3,No,"Family Pack, Gaming, Music",5228.0,3757.0,Mobile Money,Late,9,No,11,37.3,Unknown,5.3,44,16,16,3,No,0.62,Monthly,108.0,85336.0,25,Family,No
CUST-106587,Mercy Maduka,Unknown,48,Bayelsa,2015-01-03,Unknown,Intern,20741.0,Basic,5G,38.3,497,0,12.9,No,None,2449.0,926.0,Bank Transfer,Pending,12,No,22,39.5,Slow Internet,6.4,18,14,25,0,Yes,0.41,Annual,125.0,34791.0,10,New,No
CUST-105557,Ngozi Oluwafemi,Female,23,Taraba,2022-03-29,Single,Self-Employed,430741.0,Standard,No Internet,0.0,1509,190,0.0,No,Yes,4840.0,295.0,Auto Debit,Overdue,10,Yes,10,34.5,Slow Internet,10.0,48,3,16,1,No,0.49,Annual,38.0,9323.0,39,Corporate,No
CUST-100645,Rotimi Oduola,Unknown,56,Osun,2020-07-02,Married,Self-Employed,328441.0,Standard,4G,152.3,275,31,51.0,No,"Cloud, Music",4973.0,2067.0,Ussd,Paid,12,Yes,8,10.8,Network,9.9,-57,5,34,0,No,0.2,Monthly,59.0,39788.0,23,Corporate,No
CUST-109960,B. Danjuma,Unknown,60,Katsina,2022-04-01,Married,Contract,278574.0,Standard,5G,58.7,929,174,64.5,No,Yes,5577.0,208114.0,Auto Debit,Late,10,No,21,26.4,Network,6.6,43,22,10,0,Yes,0.373,Legacy,38.0,28884.0,25,At Risk,Yes
CUST-107977,Aisha Okfor,Male,70,Gombe,2023-08-13,Divorced,Unknown,218040.0,Premium,Dsl,128.9,1463,287,24.8,No,None,5228.0,4243.0,Auto Debit,Pending,13,No,7,13.1,Network,8.1,73,22,27,1,No,0.21100000000000002,Annual,22.0,38426.0,26,Premium,No
CUST-101759,Ngozi Nwosu,Female,50,Zamfara,2019-08-02,Married,Unemployed,119347.5,Basic,Satellite,0.0,808,184,41.3,No,Yes,5228.0,3757.0,Cash,Overdue,4,Yes,14,3.6,Slow Internet,5.3,65,10,2,0,No,0.08,Monthly,70.0,41021.0,27,Corporate,No
CUST-108161,Nana Nweze,Male,41,Taraba,2016-04-10,Single,Employed,285435.0,Business,Fiber,96.6,1175,503,36.3,No,None,12768.0,923.0,Bank Transfer,Overdue,15,Yes,21,0.5,Coverage,8.4,94,33,16,0,No,0.499,Two-Year,110.0,41021.0,7,Sme,No
CUST-101571,Chiddi Ogbonna,Female,47,Enugu,2023-10-24,Single,Unknown,220510.0,Business,Dsl,163.1,708,262,57.4,No,Cloud,0.0,3757.0,Mobile Money,Partial,14,Yes,5,0.5,Sim,4.5,-53,3,32,0,Yes,0.498,Monthly,19.0,0.0,36,At Risk,Yes
CUST-103279,Ada Nwagbara,Male,50,Benue,2016-08-28,Single,Freelancer,189818.0,Premium,Fiber,146.2,672,205,29.5,No,None,12114.0,13960.0,Mobile Money,Failed,12,Yes,5,40.1,Coverage,9.2,49,47,20,0,No,0.49,Two-Year,105.0,41021.0,16,Corporate,No
CUST-106381,Peace Obi,Unknown,69,Cross River,2015-11-22,Single,Self-Employed,163597.0,Basic,Dsl,0.0,0,210,29.8,Yes,None,2203.0,4136.0,Card,Overdue,12,Yes,22,27.9,Customer Service,10.0,81,19,12,0,No,0.18,Two-Year,114.0,41021.0,58,New,No
CUST-108002,Amaka Mohammed,Female,74,Edo,2016-08-19,Married,Student,43420.0,Standard,5G,48.2,1415,306,36.2,No,Cloud,4988.0,3757.0,Mobile Money,Late,10,No,4,53.3,Customer Service,4.0,28,26,34,0,Yes,0.35,Legacy,105.0,34341.0,42,New,No
CUST-104047,Y. Bello,Male,69,Kebbi,2021-06-19,Widowed,Contract,341149.0,Basic,No Internet,39.6,435,256,64.0,No,"Cloud, Family Pack, Gaming",5228.0,8867.0,Cash,Partial,15,No,22,32.4,Device,4.4,31,0,2,1,No,0.18899999999999997,Annual,47.0,8373.0,31,Budget,Yes
CUST-109706,Y. Oyelade,Male,40,Sokoto,,Divorced,Employed,93994.0,Business,5G,121.6,672,210,79.4,No,"Cloud, Family Pack",5228.0,2890.0,Card,Paid,2,No,3,14.4,Network,8.1,20,25,21,0,Yes,0.46,Monthly,17.0,52317.0,12,At Risk,Yes
CUST-104194,Nnamdi Fagbohun,Unknown,20,Taraba,2021-07-02,Married,Contract,383828.0,Premium,No Internet,79.5,492,364,65.7,No,Yes,9135.0,8544.0,Bank Transfer,Pending,13,No,15,8.0,Other,8.9,-3,20,25,1,No,0.92,Legacy,47.0,90699.0,27,Corporate,Yes
CUST-101661,Zainab Adebayo,Male,69,Ogun,2019-09-27,Single,Unknown,283060.0,Legacy,No Internet,0.0,687,136,36.9,No,"Family Pack, Music, Sports",3068.0,199721.0,Card,Late,14,Yes,5,27.6,Billing,7.3,37,15,5,0,No,0.21,Monthly,68.0,22797.0,41,At Risk,Yes
CUST-108960,Nkechi Babangida,Male,37,Adamawa,2023-08-22,Single,Unknown,179749.0,Business,No Internet,158.4,1417,293,84.1,No,Sports,18238.0,5362.0,Card,Paid,0,No,9,19.5,Coverage,5.8,60,24,0,0,No,0.223,Annual,21.0,41021.0,1,Corporate,No
CUST-109859,Sola Ajiboye,Unknown,62,Borno,2020-08-31,Married,Intern,20402.0,Premium,4G,151.1,1353,311,86.1,Yes,None,10861.0,5979.0,Ussd,Partial,12,No,7,9.8,Coverage,5.8,-20,23,21,0,No,0.2,Annual,57.0,117273.0,10,Corporate,No
CUST-107380,Suleiman Babatunde,Female,55,Enugu,2023-04-07,Married,Intern,46803.0,Standard,No Internet,41.2,965,138,0.0,No,Yes,5199.0,157842.0,Card,Paid,10,Yes,18,36.9,Sim,7.1,-2,28,13,0,Yes,0.39,Annual,26.0,13830.0,29,High Value,No
CUST-105410,Obinna Chukwudi,Female,63,Kano,2024-08-08,Unknown,Retired,133199.0,Premium,Dsl,89.2,1151,94,37.6,Yes,Family Pack,10068.0,3757.0,Cash,Pending,7,Yes,5,29.5,Other,7.4,36,22,22,1,No,0.77,Annual,10.0,22130.0,19,Loyal,No
CUST-100904,Obi Chidebe,Female,48,Lagos,,Unknown,Unemployed,119347.5,Business,4G,118.1,1730,314,106.1,Yes,Yes,10739.0,1714.0,Bank Transfer,Pending,12,Yes,23,45.7,Device,6.8,41,6,26,2,Yes,0.37,Two-Year,21.0,58342.0,41,High Value,No
CUST-108481,Bola Odeh,Unknown,28,Ebonyi,2018-12-05,Divorced,Freelancer,456373.0,Enterprise,Satellite,262.4,1040,243,58.5,No,None,5228.0,7180.0,Card,Late,9,Yes,22,47.6,Coverage,8.6,75,20,0,1,Yes,0.83,Legacy,78.0,963491.0,34,High Value,No
CUST-105825,Uloma Adesanya,Unknown,41,Zamfara,2024-10-11,Single,Unemployed,25483.0,Standard,Fiber,112.2,1038,198,60.7,No,Yes,4510.0,595.0,Cash,Overdue,7,No,0,0.0,Billing,9.0,1,25,2,3,No,0.25,Monthly,8.0,5109.0,36,At Risk,Yes
CUST-104843,Chi Onwudiwe,Male,52,Jigawa,2016-12-21,Divorced,Employed,158447.0,Standard,Satellite,71.8,870,301,114.8,No,"Family Pack, Gaming, Music",5175.0,6307.0,Mobile Money,Overdue,9,Yes,19,13.2,Sim,6.7,67,22,11,0,No,0.5920000000000001,Annual,101.0,60400.0,24,Budget,Yes
CUST-109253,Funke Ogbonnna,Male,73,Ogun,2020-11-15,Unknown,Retired,89919.0,Premium,Dsl,30.2,884,248,95.9,No,Cloud,9692.0,4448.0,Auto Debit,Failed,9,Yes,3,13.3,Sim,6.4,-48,25,40,2,No,0.65,Monthly,55.0,41021.0,19,Loyal,No
CUST-101751,Peace Adesanya,Unknown,30,Ekiti,2020-02-29,Divorced,Intern,37221.0,Legacy,Dsl,77.1,1148,136,0.0,No,Yes,3079.0,5792.0,Card,Failed,3,No,6,41.4,Unknown,6.5,55,10,20,0,Yes,0.83,Monthly,63.0,16060.0,8,Budget,Yes
CUST-106903,Aisha Lawal,Unknown,26,Yobe,2019-10-26,Single,Student,62877.0,Unlimited,Dsl,230.5,262,510,70.9,No,None,8834.0,482.0,Cash,Paid,11,Yes,3,25.6,Network,8.9,63,32,12,1,No,0.73,Two-Year,67.0,89852.0,8,Premium,No
CUST-107673,Bola Nwafor,Unknown,48,Borno,,Married,Employed,119347.5,Business,Dsl,216.4,838,238,112.8,Yes,"Gaming, Music, Sports",5228.0,2228.0,Ussd,Paid,13,No,1,28.1,Other,7.3,64,17,13,0,Yes,0.39,Legacy,57.0,158746.0,27,Sme,No
CUST-107728,Ada Olubbunmi,Male,22,Imo,,Single,Self-Employed,184777.0,Standard,5G,123.3,1070,41,80.3,Yes,Yes,5228.0,1461.0,Bank Transfer,Failed,12,No,9,0.5,Sim,10.0,39,19,19,2,Yes,0.895,Annual,71.0,51554.0,31,New,No
CUST-102818,Seeyi Babangida,Unknown,37,Kebbi,2021-04-04,Divorced,Self-Employed,394235.0,Basic,Fiber,57.3,654,386,0.0,No,Yes,2456.0,13507.0,Auto Debit,Pending,7,No,7,28.9,Other,7.0,29,43,27,0,Yes,0.6,Annual,50.0,8384.0,28,Corporate,No
CUST-106120,Wale Obi,Female,25,Enugu,2016-02-24,Married,Employed,119347.5,Premium,Satellite,139.8,568,61,58.6,No,None,12356.0,758.0,Ussd,Partial,1,No,4,27.8,Customer Service,5.7,49,35,6,0,No,0.24,Monthly,111.0,346493.0,16,Corporate,No
CUST-107408,Bilkisu Salami,Male,24,Zamfara,2017-11-02,Married,Self-Employed,119347.5,Standard,5G,95.9,1246,117,62.2,No,None,3780.0,5232.0,Cash,Late,8,Yes,12,32.2,Device,5.4,46,17,18,0,Yes,0.58,Two-Year,91.0,36262.0,20,New,No
CUST-106148,Chidi Nzechukwu,Female,67,Anambra,2023-06-15,Divorced,Self-Employed,168674.0,Standard,5G,0.0,571,0,11.1,No,None,4412.0,3757.0,Auto Debit,Late,11,Yes,9,0.5,Slow Internet,4.3,40,25,17,4,No,0.11,Monthly,24.0,12922.0,39,Sme,No
CUST-108338,Rotimi Adeleke,Female,66,Lagos,2023-03-12,Married,Contract,277444.0,Standard,Fiber,52.3,598,337,43.8,No,None,5409.0,3424.0,Mobile Money,Late,6,No,25,0.5,Billing,6.7,33,7,16,2,No,0.13,Monthly,27.0,134886.0,31,High Value,No
CUST-100144,Dipo Onyekwere,Unknown,28,Gombe,2022-04-30,Married,Intern,74685.0,Standard,Dsl,96.6,1185,252,30.0,No,"Family Pack, Gaming, Sports",4673.0,1112.0,Ussd,Paid,15,Yes,24,47.0,Device,5.4,-31,34,8,0,Yes,0.34,Annual,37.0,25353.0,43,Family,No
CUST-108357,David Olaleye,Male,68,Kogi,2022-03-26,Married,Freelancer,266447.0,Basic,Satellite,0.0,1287,313,0.3,No,"Cloud, Music, Sports",2134.0,8560.0,Card,Pending,8,No,11,25.5,Other,5.2,10,28,15,0,No,0.29,Legacy,38.0,6044.0,21,Budget,No
CUST-101991,Emeka Afolabi,Unknown,26,Borno,2016-04-09,Single,Unknown,245221.0,Basic,Satellite,54.8,348,109,7.6,Yes,Yes,5228.0,1015.0,Auto Debit,Partial,4,Yes,23,25.7,Sim,10.0,24,25,7,1,Yes,0.81,Monthly,110.0,24170.0,33,Budget,No
CUST-105171,Ife Nnaji,Unknown,46,Jigawa,2016-11-19,Married,Unemployed,802.0,Basic,5G,78.7,1174,8,0.0,No,None,5228.0,4343.0,Cash,Pending,4,No,10,54.7,Device,9.9,-15,0,0,2,No,0.609,Monthly,102.0,17861.0,18,Corporate,No
CUST-102328,Aminu Babangida,Female,43,Imo,2016-07-17,Single,Employed,326771.0,Standard,Satellite,160.9,1168,19,0.0,No,"Gaming, Music",5004.0,7443.0,Auto Debit,Paid,15,No,8,7.4,Unknown,4.7,22,24,12,0,No,0.14,Annual,106.0,63983.0,25,Family,No
CUST-105002,Obinna Danjuma,Male,61,Imo,2024-03-10,Divorced,Student,52480.0,Basic,Fiber,92.2,168,76,0.0,Yes,None,2294.0,1210.0,Card,Paid,4,No,5,33.5,Customer Service,10.0,58,47,16,0,No,0.4,Monthly,15.0,3263.0,4,Corporate,No
CUST-106499,Peter Obiora,Male,43,Osun,2017-03-31,Single,Unemployed,119347.5,Premium,5G,71.3,555,319,97.9,No,"Gaming, Sports",11081.0,3983.0,Cash,Pending,3,Yes,9,0.5,Slow Internet,7.2,66,15,20,0,Yes,0.46,Monthly,98.0,246554.0,18,Loyal,No
CUST-105933,Paul Oyelaran,Female,75,Ekiti,2023-02-26,Single,Self-Employed,212512.0,Standard,Dsl,49.9,1110,234,13.1,No,None,4375.0,3896.0,Cash,Overdue,9,No,16,44.1,Network,7.5,-40,8,15,0,No,0.83,Monthly,27.0,13941.0,21,Budget,Yes
CUST-104883,Zainab Onyekwere,Unknown,70,Oyo,2024-02-19,Widowed,Freelancer,347356.0,Premium,No Internet,77.4,685,50,43.3,No,"Cloud, Gaming",10570.0,1988.0,Auto Debit,Late,10,Yes,13,22.6,Slow Internet,7.9,-43,36,10,0,No,0.86,Annual,15.0,34088.0,17,Premium,No
CUST-102888,Olu Olawale,Unknown,56,Kaduna,2015-02-16,Single,Freelancer,70481.0,Business,Satellite,128.9,827,114,94.5,Yes,Yes,13307.0,16153.0,Cash,Partial,2,No,14,25.8,Slow Internet,7.0,12,5,15,0,No,0.5489999999999999,Annual,123.0,236469.0,7,Sme,No
CUST-101490,N. Nwagbara,Unknown,68,Bayelsa,2023-08-13,Married,Intern,49558.0,Standard,Satellite,126.2,964,281,35.2,Yes,"Music, Sports",5777.0,138.0,Bank Transfer,Late,6,No,23,74.8,Sim,7.0,-1,32,3,0,No,0.938,Annual,22.0,15404.0,31,Budget,Yes
CUST-106457,Ada Salami,Male,49,Gombe,,Single,Self-Employed,498734.0,Basic,5G,49.6,241,229,58.3,No,None,2265.0,3738.0,Cash,Late,13,Yes,19,36.1,Sim,6.6,42,16,2,3,No,0.52,Monthly,120.0,21502.0,3,High Value,No
CUST-106665,Ruth Agwu,Female,21,Kogi,2024-06-19,Divorced,Unknown,112543.0,Standard,Dsl,63.1,714,92,58.0,No,"Family Pack, Music",4399.0,3757.0,Auto Debit,Partial,11,Yes,0,0.0,Sim,7.5,-20,31,4,1,Yes,0.242,Monthly,11.0,6614.0,28,Family,No
CUST-105011,Esther Olawale,Male,47,Bayelsa,2023-06-02,Married,Unknown,293213.0,Enterprise,4G,185.7,1473,357,85.2,No,Yes,5228.0,7730.0,Auto Debit,Pending,1,No,23,58.2,Coverage,7.8,-56,19,11,0,No,0.431,Monthly,24.0,332584.0,33,High Value,Yes
CUST-104298,Chi Nwachuku,Male,66,Ebonyi,2021-06-25,Widowed,Unknown,294471.0,Premium,5G,129.1,1633,110,84.3,No,"Cloud, Gaming, Sports",11005.0,1931.0,Cash,Overdue,6,No,3,9.7,Billing,10.0,54,0,21,0,No,0.6409999999999999,Monthly,47.0,97736.0,3,Premium,Yes
CUST-100246,Love Ogbonna,Male,35,Abuja,2015-06-04,Divorced,Employed,155286.0,Premium,4G,83.5,518,275,70.6,Yes,Music,8164.0,4001.0,Bank Transfer,Failed,6,Yes,15,18.2,Sim,7.6,-7,20,3,4,No,0.66,Legacy,120.0,212084.0,41,Loyal,No
CUST-105157,Petter Aeleke,Male,44,Abuja,2019-09-16,Married,Unknown,119347.5,Unlimited,4G,245.3,1202,285,106.9,Yes,None,7224.0,153331.0,Cash,Overdue,6,No,9,22.9,Network,4.4,-31,39,12,3,No,0.7290000000000001,Legacy,68.0,80597.0,39,Budget,Yes
CUST-103681,O. Nwofor,Unknown,58,Ogun,2023-05-06,Widowed,Unemployed,27067.0,Standard,No Internet,60.9,748,191,31.8,No,None,5099.0,1346.0,Auto Debit,Pending,6,Yes,17,7.9,Coverage,9.3,4,27,12,0,Yes,0.6,Monthly,25.0,41021.0,37,Corporate,No
CUST-101539,Paul Ogundipe,Unknown,45,Abuja,2024-01-19,Married,Self-Employed,119347.5,Standard,Fiber,0.0,586,110,66.5,No,Yes,5041.0,2434.0,Auto Debit,Partial,9,Yes,18,36.5,Slow Internet,6.8,72,33,7,0,No,0.52,Annual,16.0,7689.0,31,High Value,No
CUST-105024,Bilkisu Ogundipe,Female,49,Bauchi,2017-08-24,Divorced,Freelancer,119347.5,Basic,4G,0.0,899,0,0.0,No,None,2877.0,1362.0,Mobile Money,Late,4,Yes,25,8.6,Device,7.8,8,20,11,0,No,0.74,Monthly,93.0,24519.0,45,Loyal,No
CUST-101105,M. Adekoya,Male,25,Borno,2017-05-12,Married,Intern,33344.0,Business,Dsl,124.0,1074,0,89.0,No,None,15658.0,3315.0,Mobile Money,Pending,11,No,24,31.3,Sim,6.2,0,9,0,0,No,0.59,Annual,97.0,426493.0,23,At Risk,Yes
CUST-105512,Nnamdi Adekkoya,Unknown,26,Ogun,2021-06-10,Single,Freelancer,119347.5,Business,No Internet,96.6,1252,59,87.5,Yes,"Cloud, Gaming, Sports",15990.0,13472.0,Auto Debit,Overdue,0,Yes,15,9.4,Coverage,9.5,100,21,25,0,No,0.36200000000000004,Annual,48.0,194474.0,12,High Value,No
CUST-109940,Ego Oluwole,Unknown,22,Niger,2022-05-21,Single,Employed,109825.0,Legacy,Dsl,39.1,706,160,0.0,No,"Family Pack, Music",3533.0,13799.0,Bank Transfer,Overdue,12,No,16,15.0,Customer Service,6.6,-9,0,31,0,Yes,0.35,Annual,36.0,11095.0,25,Loyal,No
CUST-108563,Joy Echefu,Unknown,74,Taraba,2016-04-09,Widowed,Unemployed,11341.0,Business,Satellite,104.9,343,159,70.7,No,None,0.0,2771.0,Mobile Money,Overdue,5,No,1,0.5,Slow Internet,10.0,-27,24,8,0,No,0.08,Annual,110.0,0.0,3,Sme,No
CUST-106320,Nneka Adeyemi,Female,31,Bauchi,2023-12-28,Married,Unknown,177390.0,Business,Satellite,63.9,1189,197,43.4,No,"Cloud, Family Pack",14319.0,5048.0,Ussd,Pending,3,No,7,59.0,Billing,4.5,-46,18,22,0,No,0.11,Monthly,17.0,751151.0,36,Corporate,No
CUST-109151,Love Akinwale,Male,47,Osun,2021-01-14,Single,Contract,248733.0,Premium,Fiber,169.9,455,213,80.7,No,"Family Pack, Music",8382.0,103.0,Cash,Pending,3,No,11,13.0,Other,10.0,-4,30,24,0,No,0.8959999999999999,Monthly,53.0,86341.0,7,Loyal,No
CUST-107898,Favour Nwankwo,Female,62,Nasarawa,2016-10-15,Divorced,Intern,70551.0,Basic,Satellite,0.0,595,0,0.0,Yes,Yes,3084.0,8229.0,Card,Pending,7,Yes,3,21.9,Network,10.0,87,2,0,0,No,0.53,Annual,104.0,29518.0,19,New,No
CUST-107400,Emmanuel Onyeka,Male,38,Kogi,2023-07-29,Widowed,Intern,64083.0,Standard,Fiber,79.4,1558,0,48.9,No,Yes,4909.0,3873.0,Mobile Money,Pending,4,No,7,35.6,Network,8.1,38,40,15,1,Yes,0.21,Monthly,22.0,15545.0,31,New,No
CUST-106683,Dipo Nwosu,Male,70,Kano,2019-01-06,Married,Freelancer,121973.0,Basic,No Internet,77.9,423,177,43.1,No,None,2368.0,2416.0,Bank Transfer,Overdue,13,Yes,8,33.6,Coverage,7.0,61,13,8,0,No,0.46,Monthly,77.0,15199.0,44,Budget,Yes
CUST-103448,Folake Nwofor,Unknown,28,Rivers,2015-10-29,Divorced,Retired,111689.0,Enterprise,Satellite,207.1,821,294,100.7,No,"Gaming, Sports",24034.0,3495.0,Mobile Money,Partial,4,No,10,33.2,Device,8.6,82,42,22,1,Yes,0.6,Legacy,115.0,1147805.0,9,High Value,No
CUST-102484,Obinna Obiora,Female,74,Nasarawa,2018-11-09,Divorced,Unemployed,23931.0,Basic,No Internet,56.3,264,283,33.1,Yes,Yes,2804.0,6196.0,Mobile Money,Pending,3,No,6,36.8,Slow Internet,8.9,1,14,11,1,No,0.15,Monthly,79.0,19599.0,18,New,No
CUST-106254,Olu Agwu,Unknown,18,Anambra,2022-06-25,Divorced,Freelancer,454460.0,Business,Satellite,206.7,707,204,78.9,No,None,19904.0,1677.0,Auto Debit,Paid,8,Yes,11,15.7,Customer Service,7.0,64,10,7,0,Yes,0.36200000000000004,Annual,35.0,41021.0,25,High Value,No
CUST-104229,Wale Ogbonna,Male,68,Oyo,2018-01-04,Single,Unknown,174179.0,Basic,Satellite,2.7,1339,352,89.1,No,Yes,3001.0,142523.0,Card,Pending,2,No,25,34.0,Other,7.0,37,5,16,2,No,0.674,Monthly,89.0,22580.0,40,Corporate,No
CUST-104793,Favour Onyeka,Female,60,Delta,2020-12-22,Married,Unemployed,15601.0,Basic,Satellite,79.2,967,0,67.7,No,Yes,2414.0,3757.0,Auto Debit,Failed,0,Yes,23,25.2,Sim,7.6,5,38,17,0,No,0.31,Annual,53.0,11022.0,27,Premium,No
CUST-109948,Ngozi Odeh,Female,27,Delta,2022-01-07,Divorced,Self-Employed,147554.0,Standard,5G,126.0,917,78,30.6,Yes,"Cloud, Sports",4354.0,151.0,Auto Debit,Failed,7,Yes,21,0.5,Coverage,3.3,46,0,7,1,No,0.07,Monthly,41.0,17001.0,47,High Value,No
CUST-103859,Ike Ogbonna,Male,39,Kwara,2020-12-27,Married,Contract,119347.5,Standard,4G,25.9,737,51,11.4,No,Yes,4973.0,3757.0,Ussd,Failed,8,No,3,10.5,Slow Internet,5.4,17,22,19,0,Yes,0.526,Annual,53.0,41021.0,16,At Risk,Yes
CUST-107572,Lola Obiora,Female,75,Kebbi,2019-02-16,Single,Contract,347500.0,Premium,4G,158.8,609,128,19.8,No,"Music, Sports",9405.0,6272.0,Auto Debit,Late,3,Yes,15,0.5,Coverage,3.9,21,8,19,0,No,0.09,Annual,75.0,133663.0,19,High Value,Yes
CUST-101028,Kunle Olubunmi,Female,40,Anambra,2019-11-11,Single,Unemployed,21577.0,Basic,Fiber,10.9,975,161,4.2,Yes,"Cloud, Family Pack, Gaming",2378.0,559.0,Ussd,Failed,7,Yes,10,33.7,Customer Service,6.7,16,44,3,0,No,0.66,Two-Year,67.0,14722.0,44,At Risk,Yes
CUST-102983,D. Adegoke,Female,57,Oyo,2015-11-17,Married,Unemployed,27488.0,Premium,Fiber,115.6,641,357,63.1,Yes,None,10730.0,8845.0,Ussd,Failed,7,No,4,33.7,Billing,7.7,73,41,10,0,No,0.795,Annual,114.0,275795.0,12,Loyal,No
CUST-103029,Peter Adebayo,Male,61,Nasarawa,2019-01-24,Married,Retired,68013.0,Premium,Satellite,164.4,505,333,53.3,No,"Family Pack, Gaming, Music",7821.0,6315.0,Cash,Paid,7,Yes,0,0.0,Sim,5.5,-21,16,6,0,No,0.106,Monthly,76.0,104304.0,16,Premium,No
CUST-101999,Kunle Okonkwo,Unknown,52,Enugu,2021-09-24,Divorced,Unknown,119347.5,Basic,Dsl,132.8,524,242,47.5,No,None,2868.0,9339.0,Auto Debit,Partial,11,No,23,3.3,Customer Service,8.3,88,32,9,0,No,0.49,Legacy,44.0,10187.0,18,Premium,No
CUST-105873,Andrew Adeniyi,Female,27,Yobe,2015-11-15,Married,Retired,148268.0,Standard,5G,110.3,788,285,5.3,No,"Cloud, Family Pack, Sports",5060.0,375.0,Mobile Money,Overdue,10,Yes,13,22.5,Billing,4.4,-28,64,19,0,No,0.65,Two-Year,115.0,80802.0,33,Student,No
CUST-107347,Nkechi Onyekwere,Unknown,59,Edo,2022-04-10,Divorced,Retired,91243.0,Basic,Fiber,0.0,493,312,6.4,Yes,"Family Pack, Gaming",0.0,3757.0,Bank Transfer,Late,1,Yes,16,38.9,Coverage,5.5,45,16,26,1,No,0.9,Monthly,38.0,0.0,23,Loyal,No
CUST-100493,Miriam Musa,Unknown,25,Yobe,2020-01-16,Divorced,Freelancer,66790.0,Standard,4G,53.1,1179,143,49.8,No,None,5377.0,2740.0,Card,Partial,13,Yes,19,38.7,Customer Service,5.5,14,35,23,0,No,0.6,Legacy,64.0,38823.0,40,High Value,No
CUST-103941,Miriam Oladipo,Male,52,Kebbi,2015-08-27,Married,Contract,308851.0,Standard,Satellite,34.8,1341,45,0.0,No,None,5011.0,5122.0,Bank Transfer,Paid,2,Yes,6,4.4,Slow Internet,6.3,1,9,9,0,No,0.37,Annual,117.0,66728.0,29,Loyal,No
CUST-100134,Adanna Nwobi,Male,24,Niger,2017-12-12,Married,Contract,370467.0,Basic,5G,0.0,874,120,51.2,No,Yes,3157.0,4107.0,Cash,Pending,6,No,20,4.0,Network,8.6,-34,30,4,1,No,0.71,Monthly,90.0,23538.0,29,Budget,No
CUST-102893,Faith Afolabi,Female,71,Imo,2023-07-28,Married,Student,78057.0,Business,Dsl,56.2,160,329,63.5,No,Gaming,16255.0,396.0,Bank Transfer,Paid,8,No,19,17.7,Other,9.2,57,3,19,0,No,0.93,Monthly,22.0,41021.0,36,Sme,No
CUST-104434,Kemi Adamu,Female,32,Edo,2017-08-05,Divorced,Retired,76861.0,Enterprise,Dsl,195.8,689,473,58.5,No,"Family Pack, Music, Sports",30541.0,741.0,Bank Transfer,Overdue,0,No,23,15.3,Slow Internet,6.2,-100,39,31,0,Yes,0.635,Two-Year,94.0,1109718.0,12,Premium,Yes
